block_timestamp,supply_rates,borrow_rates,prices_usd,total_supply_history,total_borrows_history
1605591251,0.027369395516826794,0.038413887411740746,1.000000,16067572442.40955755,257334742.83586837
1605676760,0.029667415639727347,0.04001065384411345,1.000000,16587384633.72586522,276393267.46002091
1605762270,0.0304173115419401,0.040509342673981846,1.000000,16284764793.45881466,274810062.09323070
1605847779,0.0283023407663252,0.03905119425235841,1.000000,16340059198.33634111,266002614.30485131
1605933288,0.027130848591803414,0.038243850095727394,1.000000,16193768961.32343823,258300401.17003388
1606018797,0.049307808685450046,0.0634493017735181,1.000000,15364761027.32932681,265790782.84066989
1606104307,0.04816016841001423,0.06217046102948804,1.000000,16123593998.53094055,279639758.52865757
1606189816,0.05799181372277979,0.07416111939789392,1.000000,15878172627.02789731,279806031.96673467
1606275325,0.060245107589245936,0.07686546273502004,1.000000,16481589727.87008255,291311508.58490332
1606360835,0.06707073728836757,0.08486576423386692,1.000000,17341353625.08332724,309043423.31056714
1606446344,0.05369510225879694,0.06894070671872293,1.000000,18293905530.87971618,320664457.94557695
1606531853,0.04716022908596561,0.061086219932934775,1.000000,19714034971.15194397,342941394.34363348
1606617362,0.053841472691393714,0.06919359834533982,1.000000,19855823203.68972080,348418282.58202570
1606702872,0.04824126222642853,0.06237674196297441,1.000000,18752124806.18602875,326241218.38379554
1606788381,0.02549203567428422,0.037055527258967005,1.000000,17833553879.32825835,276263422.65994043
1606873890,0.027010881495952908,0.03815819252246601,1.000000,21393116690.90931316,341106904.94852825
1606959399,0.027732363649256898,0.03867135652471198,1.000000,21623799539.23199332,349316898.05409247
1607044909,0.029266153810581088,0.039730213296914736,1.000000,21470349961.57460732,356176857.97604827
1607130418,0.041907735130006105,0.054599601678397766,1.000000,21342118366.67376434,368838035.51843926
1607215927,0.0354257446103443,0.04655965193298337,1.000000,21596263124.52751083,370210794.70333880
1607301436,0.046693112293513424,0.06050300861492877,1.000000,21527931013.30047799,374633769.63821154
1607386946,0.045591515910647196,0.059189497947846864,1.000000,21581769366.17919484,375122099.58944933
1607472455,0.0348503553763105,0.04596381996534102,1.000000,22165777777.98357499,378161350.89816404
1607557964,0.03231706109317309,0.04280081528610553,1.000000,22822661122.72349995,388207185.29853258
1607643474,0.029304572249885783,0.03977048622661313,1.000000,23085215131.38310154,383353611.58784906
1607728983,0.029060117021637095,0.0395910263127308,1.000000,25560629828.01537017,422976160.23809241
1607814492,0.027755141901022896,0.03868357397374774,1.000000,26949179159.36255280,435803045.30013325
1607900001,0.027282990138587863,0.038354921521061715,1.000000,26975408816.08285182,432760696.70957453
1607985511,0.02752216743916544,0.038523579203937855,1.000000,29154535071.09684604,469767606.01667159
1608071020,0.027273332922545006,0.03840108665286865,1.000000,32937512222.21802408,529123762.58656326
1608156529,0.026836086299201187,0.03855829651654979,1.000000,34490458282.49230219,556344529.29844698
1608242038,0.026864378793051057,0.03857875827341757,1.000000,35497899057.05934092,572941714.05526749
1608327548,0.026735002767218043,0.03848493153740824,1.000000,36130582599.32934974,581786473.12850559
1608413057,0.02636199491488127,0.03821426795838454,1.000000,38397442566.38718133,614087968.39213176
1608498566,0.027441438783737997,0.03899006377734011,1.000000,39002970336.48951398,636231616.71088780
1608584076,0.04266717739534004,0.056968705494345254,1.000000,37883927437.11720115,657602470.68422232
1608669585,0.04466270676632294,0.05955608776753939,1.000000,39718840727.29628319,691573345.61406053
1608755094,0.0500477304751407,0.06630764637144973,1.000000,40231650560.59596462,705623137.22186387
1608840603,0.05898195068308028,0.07731956519243803,1.000000,39999911282.21702048,709710941.85300612
1608926113,0.04953637951732296,0.06566558091228866,1.000000,40620221876.52024333,712156417.77988365
1609011622,0.051229895548818356,0.06775899992348948,1.000000,41834585311.19231189,735184841.93173834
1609097131,0.05432397073985384,0.07155687629720682,1.000000,41534167882.83805511,732921363.42556937
1609182640,0.054139405711417475,0.07132891572484469,1.000000,41117154782.33589240,725449634.38291649
1609268150,0.049599105215136795,0.06574576662092259,1.000000,41633805891.75643517,730485701.76778718
1609353659,0.05671113591742727,0.07454043784483376,1.000000,41521638399.59779737,735314904.23400507
1609439168,0.05754878178566721,0.07557137835185879,1.000000,42185963450.22838049,748002908.28513738
1609524678,0.0611704301932437,0.07998854040520034,1.000000,42976283263.64722228,765569271.16207883
1609610187,0.06175549958024545,0.08038676232046399,1.000000,40247152688.00816802,717029539.64313901
1609695696,0.10502444378835675,0.1309413313433247,1.000000,34968758732.39872788,654526666.27622333
1609781205,0.0797434049265397,0.10199772460108482,1.000000,33930701687.21326271,618300883.43293483
1609866715,0.05821070195476076,0.07632768381364548,1.000000,36285925123.35833146,644538398.34591035
1609952224,0.0833376668650043,0.10614224407299679,1.000000,59960387864.95572351,1095956998.88792685
1610037733,0.07304810299572023,0.092770130876772,1.000000,46677736155.75808806,841877556.31268898
1610123242,0.06871878608448903,0.08904418842283385,1.000000,36668023142.36429269,660248831.97557407
1610208752,0.06379077836465562,0.08315170152792574,1.000000,37574490046.38002468,672712754.25003754
1610294261,0.06676189881459466,0.08675962702285434,1.000000,38083639055.79563595,684471543.51648481
1610379770,0.07617389831069911,0.09796699576369754,1.000000,38050072616.81495173,691681647.78894291
1610465280,0.06273985213160531,0.08188895038680039,1.000000,39069336661.91747050,699019779.32141354
1610550789,0.05358535311867336,0.07069846383677661,1.000000,40227400587.41366098,711664950.15520487
1610636298,0.06636140093582923,0.08622547312134057,1.000000,40807432596.72618613,733569153.57076919
1610721807,0.09190895174061639,0.11619000051386981,1.000000,40101774213.89529956,742440709.92437735
1610807317,0.08085904745533955,0.10347478987933018,1.000000,41190140723.59642462,753611210.09301614
1610892826,0.07199822415550444,0.09298908064148455,1.000000,41678902828.61902699,754871994.11544648
1610978335,0.08724643770159922,0.11085318926104809,1.000000,42741132422.06225986,787961898.21842889
1611063844,0.0980446895853104,0.1231136152455041,1.000000,56397753809.48918796,1051681751.16458689
1611149354,0.09035986209825292,0.11446279058983677,1.000000,64841751717.38337948,1200174519.04490406
1611234863,0.08008337065038593,0.10256771146449839,1.000000,65296137042.32881114,1195126994.09269905
1611320372,0.08729820394956055,0.11091397484818637,1.000000,63767103777.53562556,1176791224.49992317
1611405882,0.09218422177327844,0.11639598334795061,1.000000,62281000719.19989430,1156378092.29966075
1611491391,0.08753856457917245,0.1112214760710712,1.000000,67632949006.34408392,1249194376.96502747
1611576900,0.08532686456761664,0.10854870306268292,1.000000,57639878767.54112337,1061540263.66078954
1611662409,0.07779833228456437,0.09983528399209635,1.000000,45446459310.93159525,830608212.35676387
1611747919,0.06443676403360166,0.08394904008216769,1.000000,47003806907.24987657,845777845.12900177
1611833428,0.06879413554813614,0.08915441915760486,1.000000,48065598567.34956087,869585261.49439716
1611918937,0.06453640309354076,0.0840812534840625,1.000000,48701373872.58235835,876827566.30761235
1612004446,0.05672038658428514,0.07455995363917098,1.000000,50441824017.16500595,899526078.18140614
1612089956,0.04928591141122489,0.06535979360590853,1.000000,51881300730.41292286,916543370.62180910
1612175465,0.05313728115391539,0.07011372824014028,1.000000,52014161362.91032283,923605645.28966155
1612260974,0.08485347984712431,0.10811925931252425,1.000000,52520332028.73275373,968974785.79723313
1612346484,0.08865826921991535,0.11252767285790617,1.000000,51988733299.91378433,963514812.31798920
1612431993,0.07537143148643544,0.09696500981672586,1.000000,52660811014.31728004,961414080.92467625
1612517502,0.0660485940746476,0.08586391317975701,1.000000,55441935029.54579562,1001339240.13581926
1612603011,0.08897099971319712,0.11284483870257765,1.000000,57340349978.78146394,1063695874.11021288
1612688521,0.10147410579332364,0.12711006274889686,1.000000,57663740536.45991686,1084561465.38797698
1612774030,0.12252281478001754,0.1499970842627326,1.000000,57612111466.10309579,1106595132.73646973
1612859539,0.11010358117541072,0.13675063800899734,1.000000,58591960381.75372888,1112598995.12333555
1612945048,0.10055128644888267,0.12607698350579358,1.000000,59419000877.94849794,1117561034.36043794
1613030558,0.09377935511658443,0.11838941261903473,1.000000,59849619085.63005635,1117862246.81215758
1613116067,0.11001495791285971,0.13659344211805702,1.000000,61672623550.49622581,1171961712.83721359
1613201576,0.10790350345854609,0.13430065719532833,1.000000,63201680944.01187682,1198858164.09103042
1613287085,0.10875807527123173,0.13523927849130069,1.000000,65108477187.24616353,1236549455.77872403
1613372595,0.10489808892452741,0.13095158397093504,1.000000,67055747497.27951253,1268887003.99653499
1613458104,0.10908617066122132,0.13561748483275207,1.000000,67410785478.84203056,1281485634.33630599
1613543613,0.10253426673809923,0.12830376305682573,1.000000,69597911576.27912135,1314534691.95662849
1613629123,0.10121098017434703,0.12680892877359776,1.000000,71707689265.21997429,1352944422.51981405
1613714632,0.09947935205426929,0.12479468240227336,1.000000,72418908607.43764782,1364032620.96848111
1613800141,0.09901624896860385,0.12366453443649196,1.000000,75666635523.91661011,1423752056.32063653
1613885650,0.1394783257095855,0.16844173629682085,1.000000,77013330560.58552904,1509712548.90325579
1613971160,0.11579460839738503,0.14302655239467413,1.000000,80460622701.79836488,1542936498.35439398
1614056669,0.10919989145005252,0.13571179528224678,1.000000,82268080608.35618038,1567517956.98331901
1614142178,0.09171552705564705,0.11604074345988037,1.000000,85386801918.58037689,1597863578.18556390
1614227687,0.09135465464598747,0.11562426246236057,1.000000,85983356119.33705598,1608814096.28843540
1614313197,0.07631109203242137,0.09782129517349887,1.000000,83061584350.20115973,1527994466.48951378
1614398706,0.046321239504952864,0.06164475531394414,1.000000,81475150434.67880908,1444732498.98651370
1614484215,0.052074137949131405,0.06879615906882017,1.000000,81124339822.52119866,1449546965.50919739
1614569725,0.06022810048148615,0.07883151112915468,1.000000,83079319774.18457677,1500162567.44022555
1614655234,0.03196146965175431,0.044075194633978985,1.000000,83674200801.10631235,1422265257.48306611
1614740743,0.02813692506672198,0.03948696154976843,1.000000,84921064868.08212179,1426418633.88317352
1614826252,0.02815190407211702,0.039497314740779665,1.000000,85501967084.24005938,1436670189.65747994
1614911762,0.02864030804344747,0.03984017087696431,1.000000,87434248841.37675529,1481774595.87215890
1614997271,0.04434850643145782,0.059059876841146546,1.000000,91123308382.01878987,1611053608.53606416
1615082780,0.0693912884972005,0.08991230312583183,1.000000,92437127681.84089450,1689124368.23027355
1615168289,0.057502022543491425,0.07551934812300676,1.000000,93420379257.25326961,1682686397.69253504
1615253799,0.052886719059919964,0.06983009697931318,1.000000,95329710783.56957866,1707292514.39111902
1615339308,0.051203275363201614,0.06771292744323243,1.000000,95677658329.16000503,1709911730.00601109
1615424817,0.07174925178279173,0.09269864907343502,1.000000,90757808476.72834845,1664014790.03334868
1615510327,0.06965049590672355,0.0902031715693257,1.000000,90585590777.35630945,1657271926.15122658
1615595836,0.09039609130278858,0.11451148397684342,1.000000,93621312868.33675475,1754363204.31313444
1615681345,0.11733156094887155,0.14470617857311033,1.000000,94636915034.37387845,1824453648.69309662
1615766854,0.09492870281990501,0.11898436968110254,1.000000,96626424706.36408131,1812924400.25151038
1615852364,0.027005229118676314,0.03867990410403405,1.000000,109626403946.83463788,1808728769.49936085
1615937873,0.027683213172005505,0.039162307214481565,1.000000,113428401327.01069117,1894827110.68077124
1616023382,0.028514885493403398,0.03975194881627991,1.000000,116198836582.15779910,1969643373.22826050
1616108891,0.03212397803459474,0.044008932473392014,1.000000,115177964817.01186980,1979928299.47556747
1616194401,0.052270176310857945,0.06906932639454509,1.000000,114789850852.22116860,2058281056.18718371
1616279910,0.05603309374969223,0.07371512267568964,1.000000,118227243065.13781940,2130439878.95251468
1616365419,0.06156588238912454,0.08045178597871151,1.000000,119651505453.21199555,2171520771.14645758
1616450929,0.06735799461130496,0.08747468823038101,1.000000,122155338821.86011148,2233154808.45351469
1616536438,0.061580674325214996,0.0804977801053483,1.000000,126160555550.53904760,2290598501.03823531
1616621947,0.05822297302856828,0.07640894339264531,1.000000,124622543961.80018382,2253624942.46787121
1616707456,0.052239102599840756,0.068992863416985,1.000000,124227447883.29524792,2229496152.40700741
1616792966,0.04980548141137803,0.06597742382850968,1.000000,131312091447.93043129,2349879222.11707199
1616878475,0.05096398946759947,0.06742411062866867,1.000000,134573692375.18266454,2412112005.81282531
1616963984,0.04386995742644689,0.05855476281036127,1.000000,135406294055.68123678,2404839270.50222991
1617049493,0.08677428862996774,0.10606110099757288,1.000000,131346905754.99385160,2431943189.06444981
1617135003,0.13494714315724196,0.163235020329139,1.000000,120894356195.75229999,2375116580.12576866
1617220512,0.09696450406594918,0.12194750811432341,1.000000,123370438425.12351639,2336208931.23844433
1617306021,0.10408519352685358,0.1300346386736984,1.000000,124596720072.01200227,2378241815.84347329
1617391531,0.08436200270786226,0.10747274454482204,1.000000,127369980942.45909602,2380141590.90625636
1617477040,0.08319875627869093,0.10619148951932916,1.000000,128169188639.30952528,2392992000.40529806
1617562549,0.08493835376244276,0.10822932599806374,1.000000,130473827781.89359657,2441520010.80189616
1617648058,0.09905893229219288,0.12386569945039505,1.000000,130655958988.97487538,2481600635.79384028
1617733568,0.13890506727886806,0.16793017109369726,1.000000,132070568579.03902851,2611822359.04565791
1617819077,0.1300612561225877,0.15851211527193515,1.000000,133827144692.30601264,2625770393.56597518
1617904586,0.11821924090236013,0.14568995232208284,1.000000,134685872160.27174490,2613563607.12412720
1617990095,0.11398036190204908,0.14101701221424326,1.000000,137692868293.77689279,2661401453.96705189
1618075605,0.09746555705090626,0.12255639673372114,1.000000,139252526742.22709063,2646900797.36675107
1618161114,0.08334649838943471,0.10636757449222568,1.000000,141860571004.65188733,2655817513.51110233
1618246623,0.08931144660503398,0.11324224959362335,1.000000,143434321810.73824114,2703812198.11417951
1618332132,0.09092648331990076,0.11513715386233446,1.000000,144776920486.10634038,2734835697.59968116
1618417642,0.08811744422838726,0.11188338921523293,1.000000,147075481878.45084487,2770270385.88981266
1618503151,0.07195811644284182,0.09285575444872722,1.000000,153511091853.11156607,2838509342.44471546
1618588660,0.06392556201365981,0.08324169784628674,1.000000,173485875354.28723510,3175671174.50103498
1618674170,0.07262457247749436,0.09361675087266995,1.000000,185904886271.81384967,3441419317.39929321
1618759679,0.10428702404251136,0.1316250498333144,1.000000,184924938545.97381890,3511748916.97242194
1618845188,0.10254636345129937,0.13023534806532353,1.000000,185980493443.16097223,3511988984.45149737
1618930697,0.09212546691594296,0.11798631754165056,1.000000,170700153911.30333402,3191259536.16237920
1619016207,0.06896501400662769,0.09017803598657285,1.000000,156700776904.96498896,2860051416.99140069
1619101716,0.0358344187100943,0.04950748581929502,1.000000,167133834669.40330872,2869939459.47841112
1619187225,0.03381302929323183,0.04640185980219005,1.000000,165131808317.59253670,2869231092.11461257
1619272734,0.0632904693818,0.08335133930651543,1.000000,200495468437.13868224,3640540255.99166955
